frame,y,x,minor,area,convexity,major,circularity,particle,label
148,27.5874,30.9333,2.529,9.0687,0.9554,4.5656,0.7417,9,AFA855
149,27.6027,30.0822,2.4798,8.8856,0.9575,4.5622,0.7689,9,AFA855
150,27.5569,30.5086,2.302,7.3596,0.9539,4.0707,0.7544,9,AFA855
151,27.5248,30.3634,2.2213,7.3858,0.9563,4.2334,0.7394,9,AFA855
152,27.6541,30.0536,2.5429,9.2562,0.9561,4.6345,0.7582,9,AFA855
153,27.6443,30.2761,2.1776,7.4512,0.9574,4.3566,0.7357,9,AFA855
154,27.6008,30.3623,2.5125,9.1908,0.9621,4.6576,0.7548,9,AFA855
155,27.4966,31.1236,2.4361,9.121,0.95,4.7671,0.7387,9,AFA855
156,27.2359,31.7296,2.351,9.2867,0.9406,5.0295,0.7143,9,AFA855
157,27.0477,31.8899,2.4775,9.9582,0.9485,5.1178,0.7178,9,AFA855
158,27.5397,31.29,2.1885,7.316,0.954,4.2564,0.7447,9,AFA855
159,27.6378,30.3794,2.0951,6.0385,0.9641,3.6698,0.8086,9,AFA855
160,27.673,28.5487,2.194,10.1631,0.943,5.8978,0.6255,9,AFA855
161,27.6756,28.2424,2.2974,9.1952,0.9491,5.0959,0.6756,9,AFA855
162,27.5599,29.0998,2.5464,8.781,0.9579,4.3906,0.783,9,AFA855
163,27.7709,30.5205,2.3446,8.7112,0.9539,4.7306,0.7395,9,AFA855
164,27.6175,31.1445,2.2859,9.3652,0.9433,5.2163,0.6737,9,AFA855
165,27.7854,30.0542,2.5193,8.7286,0.9531,4.4113,0.763,9,AFA855
166,27.6388,28.4591,2.4105,10.0802,0.9623,5.3244,0.7027,9,AFA855
167,27.8158,28.9094,2.3965,9.2736,0.9588,4.927,0.7402,9,AFA855
168,27.7807,29.7122,2.2233,6.8321,0.9535,3.9126,0.7886,9,AFA855
169,27.7289,30.9968,2.2488,9.0251,0.9489,5.1099,0.672,9,AFA855
170,27.6305,31.3466,2.3283,9.3216,0.9532,5.0975,0.6923,9,AFA855
171,27.5046,31.5525,2.2517,8.4147,0.9353,4.7582,0.698,9,AFA855
172,27.7674,30.3894,2.317,8.0616,0.9502,4.43,0.7478,9,AFA855
173,27.5407,28.2604,2.2246,9.496,0.9418,5.4349,0.6174,9,AFA855
174,27.3091,27.417,2.2875,9.5658,0.9502,5.3243,0.6808,9,AFA855
175,27.3491,27.2384,2.2659,9.1864,0.9489,5.1621,0.6847,9,AFA855
176,27.2972,27.0787,2.3773,8.9466,0.9535,4.7917,0.7245,9,AFA855
177,27.621,28.421,2.503,8.6676,0.9546,4.409,0.7676,9,AFA855
178,27.8089,29.921,2.1527,8.7243,0.9423,5.1602,0.6583,9,AFA855
179,27.846,30.4892,2.0933,8.4104,0.9583,5.1156,0.6574,9,AFA855
180,27.8299,29.7484,2.4238,7.9264,0.9663,4.1638,0.8139,9,AFA855
181,27.7418,29.7189,2.3378,7.8566,0.956,4.279,0.7528,9,AFA855
1,33.3454,29.3429,1.7984,5.559,0.9487,3.9356,0.6849,10,AFA855
2,32.9539,27.934,1.8994,7.1939,0.8507,4.8224,0.5886,10,AFA855
3,32.7565,29.6663,1.6904,7.2811,0.9438,5.4844,0.5685,10,AFA855
4,31.8969,32.0571,2.0805,11.7588,0.8956,7.1961,0.4911,10,AFA855
5,32.2081,31.0134,1.5353,6.1127,0.8719,5.0691,0.4778,10,AFA855
6,32.3238,30.013,2.1488,6.9367,0.9329,4.1103,0.6764,10,AFA855
7,31.6791,31.1577,1.9646,11.2356,0.9499,7.2815,0.504,10,AFA855
8,30.2661,32.7178,2.7533,15.4691,0.8592,7.1537,0.5526,10,AFA855
9,30.0249,33.3084,1.5659,4.3905,0.9311,3.5698,0.6888,10,AFA855
10,31.9866,29.6751,2.8671,11.7937,0.9535,5.2374,0.7432,10,AFA855
11,31.4697,26.408,2.0762,10.9827,0.763,6.7352,0.4442,10,AFA855
12,31.6468,27.3841,1.6574,6.2304,0.7656,4.7863,0.4535,10,AFA855
13,31.1211,31.2685,2.8653,15.2075,0.9375,6.7576,0.6513,10,AFA855
14,31.1218,30.0136,2.854,11.8765,0.9678,5.2984,0.7863,10,AFA855
15,31.6662,27.7347,1.6106,6.71,0.9185,5.3043,0.5618,10,AFA855
16,31.5713,27.4298,2.0883,10.1195,0.9333,6.1697,0.6109,10,AFA855
17,31.2383,29.1191,2.0062,5.9426,0.9436,3.7714,0.7575,10,AFA855
18,29.1988,32.2692,2.7255,15.2075,0.8893,7.1042,0.5826,10,AFA855
19,29.1598,32.2956,2.3894,12.2079,0.849,6.5053,0.5645,10,AFA855
20,30.1112,31.6413,1.659,6.3525,0.9409,4.8755,0.5976,10,AFA855
21,31.3816,27.0048,2.5381,14.5274,0.9024,7.2876,0.5276,10,AFA855
22,30.6328,25.9078,2.8217,14.8239,0.8795,6.6891,0.5603,10,AFA855
23,30.9448,26.7715,1.7274,5.7769,0.9051,4.258,0.5874,10,AFA855
24,29.9524,31.0966,2.4222,14.2004,0.9452,7.4646,0.5608,10,AFA855
25,29.1128,31.8039,2.4666,13.7121,0.8706,7.0781,0.5563,10,AFA855
26,30.1821,30.5889,1.8261,5.7857,0.9564,4.0341,0.7169,10,AFA855
27,31.0672,27.2999,2.0456,11.0481,0.9443,6.8766,0.5335,10,AFA855
28,30.9163,26.7597,2.0939,11.2138,0.9119,6.8188,0.5458,10,AFA855
29,30.9365,27.4178,1.7786,6.335,0.8761,4.5351,0.5708,10,AFA855
30,29.7876,31.0409,2.1865,11.022,0.924,6.4183,0.5867,10,AFA855
31,28.7391,31.6911,1.8403,6.7187,0.7763,4.6484,0.5013,10,AFA855
32,30.3957,29.5542,1.501,6.3437,0.8885,5.381,0.5254,10,AFA855
33,30.1369,25.7402,2.2916,11.5888,0.8197,6.4389,0.5083,10,AFA855
34,30.303,25.764,2.4412,11.6019,0.8706,6.051,0.5779,10,AFA855
35,30.5731,28.6914,1.8148,6.2914,0.931,4.4139,0.6498,10,AFA855
36,29.046,31.2767,2.019,11.0307,0.8377,6.9562,0.4731,10,AFA855
37,28.3601,31.5149,1.4159,6.7623,0.7718,6.0808,0.3888,10,AFA855
38,28.5287,31.3035,2.0813,10.913,0.8735,6.6759,0.5508,10,AFA855
39,28.029,31.53,2.2821,12.827,0.8735,7.1564,0.5374,10,AFA855
40,26.3855,32.1815,1.6139,6.9847,0.7251,5.5103,0.4013,10,AFA855
41,26.4189,32.0896,1.8292,7.2463,0.7315,5.0438,0.4587,10,AFA855
42,28.5732,31.0301,1.4804,6.492,0.9115,5.5835,0.5327,10,AFA855
43,29.9798,26.4056,2.3022,12.766,0.8659,7.0604,0.4856,10,AFA855
44,29.7263,25.6024,2.4132,12.8314,0.876,6.77,0.5236,10,AFA855
45,30.1567,26.3322,1.8145,5.6461,0.9015,3.9618,0.5981,10,AFA855
46,29.4848,29.6611,2.8754,16.2496,0.9428,7.1953,0.6269,10,AFA855
47,28.1112,31.4788,2.0546,10.3157,0.8927,6.3926,0.5783,10,AFA855
48,27.4486,31.8135,2.3914,12.1163,0.8819,6.4509,0.5975,10,AFA855
49,27.1089,32.1182,1.6312,6.4876,0.8221,5.0639,0.5227,10,AFA855
50,29.3842,30.501,2.2978,10.3331,0.952,5.7256,0.6635,10,AFA855
51,30.5193,26.5643,2.2572,11.7414,0.9373,6.6229,0.5764,10,AFA855
52,30.1357,25.6343,2.381,11.7196,0.9518,6.267,0.6165,10,AFA855
53,30.5098,26.9198,1.6446,5.5895,0.9493,4.3273,0.6531,10,AFA855
54,29.3878,30.4728,2.5631,11.5931,0.951,5.7589,0.6752,10,AFA855
55,28.2005,31.7083,2.4262,10.7735,0.9482,5.6537,0.687,10,AFA855
56,28.5656,31.2869,1.9871,6.1868,0.9594,3.9641,0.7608,10,AFA855
57,30.0892,28.1015,2.4973,14.8762,0.9422,7.5845,0.5676,10,AFA855
58,29.8683,25.2119,2.7483,13.6946,0.9322,6.3444,0.6275,10,AFA855
59,29.4747,24.6575,1.7406,6.5312,0.9185,4.7774,0.6206,10,AFA855
60,29.6977,27.1025,2.358,11.2967,0.9641,6.0999,0.6611,10,AFA855
61,29.2054,29.7293,2.2651,11.7327,0.9517,6.5949,0.5654,10,AFA855
62,27.896,31.6326,2.3546,11.2443,0.9111,6.0802,0.5983,10,AFA855
63,27.2826,31.996,1.6777,6.3219,0.9006,4.7979,0.5908,10,AFA855
64,28.2798,31.015,1.8849,5.9339,0.9419,4.0083,0.6879,10,AFA855
65,29.4241,27.402,2.4278,14.8282,0.928,7.7766,0.5366,10,AFA855
66,29.7559,26.3893,2.4205,10.3767,0.9443,5.4584,0.6918,10,AFA855
67,29.6284,27.1026,1.9621,5.3497,0.9631,3.4715,0.8082,10,AFA855
68,28.8761,28.763,2.7168,13.2543,0.941,6.2118,0.6819,10,AFA855
69,28.288,30.1915,2.4893,13.8342,0.9378,7.0758,0.5861,10,AFA855
70,27.7173,30.9473,2.4278,12.7354,0.9356,6.6791,0.6041,10,AFA855
71,27.2708,31.3481,2.1624,9.8492,0.9262,5.7991,0.6131,10,AFA855
72,27.162,31.3711,1.7982,6.0037,0.9364,4.251,0.6935,10,AFA855
73,28.1436,30.6361,2.1685,6.0473,0.9529,3.5507,0.7719,10,AFA855
74,29.3529,28.7414,2.2598,12.1643,0.9278,6.8538,0.5588,10,AFA855
75,29.8552,27.0562,2.2218,11.1615,0.9284,6.3963,0.5693,10,AFA855
76,29.8856,27.1121,2.5804,11.5713,0.9398,5.7097,0.6799,10,AFA855
77,29.8312,27.7405,1.8424,5.1491,0.9532,3.5584,0.7649,10,AFA855
78,28.8975,29.3922,2.6306,11.7719,0.9568,5.6978,0.7164,10,AFA855
79,27.43,31.0188,2.6404,12.0684,0.9355,5.8196,0.6711,10,AFA855
80,27.2936,31.0544,2.7976,11.6149,0.9437,5.2862,0.7207,10,AFA855
81,28.2761,30.0167,2.5197,8.1924,0.957,4.1397,0.8076,10,AFA855
82,28.7902,28.8495,1.9485,4.4733,0.9629,2.9231,0.863,10,AFA855
83,28.1673,29.8524,2.4228,8.1618,0.9635,4.2892,0.7883,10,AFA855
84,27.8155,30.3128,1.7642,5.2756,0.9391,3.8074,0.6618,10,AFA855
85,27.3461,30.7278,1.6503,5.4238,0.8857,4.1845,0.5619,10,AFA855
86,27.8272,30.0091,1.9057,4.4166,0.9467,2.9508,0.8002,10,AFA855
87,28.6272,29.2617,2.3085,8.0834,0.9614,4.4584,0.7638,10,AFA855
88,29.2846,28.1553,2.1942,10.2023,0.9262,5.9202,0.6148,10,AFA855
89,29.5492,27.4051,1.9825,10.8563,0.8808,6.9724,0.5176,10,AFA855
90,29.5512,27.447,2.0877,10.32,0.9107,6.294,0.5596,10,AFA855
91,29.2932,28.4539,1.4421,4.0853,0.9403,3.607,0.6498,10,AFA855
92,28.5537,29.9614,2.4218,10.0541,0.9531,5.2858,0.6949,10,AFA855
93,27.9327,30.5926,2.0753,10.2808,0.9236,6.3076,0.5849,10,AFA855
94,27.1424,31.4398,2.171,10.4683,0.8944,6.1393,0.5791,10,AFA855
95,26.6684,31.7888,2.2526,10.3767,0.8813,5.8653,0.5641,10,AFA855
96,26.611,31.9177,2.2643,10.1805,0.8693,5.7245,0.5878,10,AFA855
97,26.9187,31.7093,2.3164,9.0949,0.9191,4.9991,0.6585,10,AFA855
98,27.2807,31.3787,2.5592,10.2241,0.935,5.0867,0.7114,10,AFA855
99,27.9273,30.9883,2.8281,9.7184,0.9616,4.3753,0.8311,10,AFA855
100,28.4483,30.3117,2.4161,9.8317,0.9471,5.1811,0.716,10,AFA855
101,29.3912,28.3079,2.1047,10.1151,0.9121,6.119,0.5478,10,AFA855
102,29.618,27.5818,2.0618,9.8056,0.9063,6.0552,0.5917,10,AFA855
103,29.6511,27.5813,2.1348,9.2431,0.9262,5.5129,0.6203,10,AFA855
104,29.2827,28.4631,1.6818,4.9442,0.9553,3.7431,0.7329,10,AFA855
105,28.9103,29.3972,2.5401,8.7679,0.9583,4.3949,0.7939,10,AFA855
106,28.1792,30.2987,2.2544,9.0426,0.93,5.1071,0.6713,10,AFA855
107,27.6738,30.7716,2.2582,9.3172,0.9344,5.2534,0.6859,10,AFA855
108,27.9125,30.6133,2.3265,9.0208,0.9402,4.9368,0.7142,10,AFA855
109,27.9091,30.5376,2.5834,9.3565,0.9634,4.6114,0.8083,10,AFA855
110,28.2329,29.8607,2.0875,4.6652,0.9515,2.8455,0.8375,10,AFA855
111,28.5905,29.3011,2.3991,8.4409,0.9537,4.4798,0.7673,10,AFA855
112,28.7484,28.9714,2.37,8.4365,0.9478,4.5323,0.7289,10,AFA855
113,28.5674,29.4022,1.8311,5.3322,0.9477,3.7077,0.747,10,AFA855
114,28.3696,29.6259,2.0209,4.8832,0.9577,3.0766,0.8541,10,AFA855
115,28.0495,30.161,2.5026,8.0659,0.9497,4.1037,0.7716,10,AFA855
116,27.8521,30.5353,2.2972,8.0616,0.9441,4.4681,0.701,10,AFA855
117,28.0366,29.9442,1.983,5.2843,0.9611,3.3929,0.819,10,AFA855
118,28.2261,29.639,1.9262,4.36,0.9565,2.882,0.822,10,AFA855
119,28.2518,29.8404,2.1074,5.3366,0.9596,3.2243,0.8403,10,AFA855
120,28.1988,29.7835,2.6597,7.6038,0.959,3.64,0.8532,10,AFA855
121,28.1973,30.0228,2.5896,7.6343,0.9597,3.7536,0.8357,10,AFA855
122,28.2642,29.7994,2.7583,7.4294,0.9616,3.4294,0.8824,10,AFA855
123,28.2651,29.9085,2.0429,5.0837,0.9589,3.1685,0.8468,10,AFA855
124,28.2005,29.7366,2.0199,4.687,0.9581,2.9544,0.8558,10,AFA855
125,28.2014,29.8213,2.0818,4.7785,0.9597,2.9225,0.8644,10,AFA855
126,28.0944,29.9708,2.6046,7.364,0.9618,3.5998,0.8654,10,AFA855
127,28.1409,29.9597,2.5098,6.9934,0.9553,3.5478,0.8406,10,AFA855
128,28.2167,29.8623,2.4416,6.4702,0.9611,3.374,0.8705,10,AFA855
129,28.3934,29.7502,2.5876,6.6228,0.9584,3.2588,0.8712,10,AFA855
130,28.2982,29.7705,2.1509,4.421,0.962,2.617,0.9027,10,AFA855
131,28.2487,29.8606,2.5222,6.5661,0.9635,3.3146,0.8706,10,AFA855
132,28.3344,29.848,2.6742,6.8233,0.9592,3.2487,0.8876,10,AFA855
133,28.4072,29.689,2.1973,4.6172,0.9623,2.6754,0.8994,10,AFA855
134,28.261,29.6648,2.0978,4.4646,0.9512,2.7098,0.8628,10,AFA855
135,28.2469,29.6365,2.6288,6.4527,0.9654,3.1253,0.8954,10,AFA855
136,28.2469,29.6189,2.2551,4.4515,0.9637,2.5133,0.8964,10,AFA855
137,28.1932,29.6525,2.6752,6.3525,0.9598,3.0234,0.8755,10,AFA855
138,28.2717,29.5774,2.3064,4.5213,0.9638,2.496,0.9141,10,AFA855
139,28.3046,29.5916,2.6951,6.3176,0.9641,2.9846,0.8719,10,AFA855
140,28.3079,29.6596,2.2085,4.4036,0.9578,2.5387,0.9043,10,AFA855
141,28.2854,29.6577,2.7098,6.4484,0.9598,3.0299,0.8787,10,AFA855
142,28.2551,29.694,2.5986,6.3655,0.964,3.1189,0.8917,10,AFA855
143,28.142,29.8636,2.1503,4.8701,0.9567,2.8837,0.8629,10,AFA855
144,28.2325,29.944,2.5094,6.2827,0.9613,3.1878,0.873,10,AFA855
145,28.2728,30.0655,2.4732,6.4745,0.9596,3.3332,0.8489,10,AFA855
146,28.1611,30.1459,2.2579,5.3976,0.9593,3.0437,0.8801,10,AFA855
147,28.1128,30.038,2.1303,4.4515,0.9551,2.6606,0.8755,10,AFA855
148,28.1695,29.7842,2.1733,4.2204,0.9523,2.4726,0.8968,10,AFA855
149,28.3065,29.6748,2.301,5.0881,0.9653,2.8154,0.905,10,AFA855
150,28.2246,29.7594,2.6156,6.008,0.9589,2.9246,0.8758,10,AFA855
151,28.2727,29.8542,2.3747,5.2189,0.9645,2.7982,0.9032,10,AFA855
152,28.3587,29.8098,2.634,6.0037,0.9639,2.9021,0.907,10,AFA855
153,28.2979,29.7199,2.3323,5.0401,0.9585,2.7515,0.9013,10,AFA855
154,28.2679,29.7684,2.142,4.2989,0.962,2.5553,0.9172,10,AFA855
155,28.39,29.7253,2.1917,4.0896,0.9611,2.3759,0.9222,10,AFA855
156,28.5054,29.4264,2.2563,4.8962,0.9611,2.7629,0.8906,10,AFA855
157,28.5379,29.4385,2.0762,4.0635,0.9564,2.4919,0.8848,10,AFA855
158,28.445,29.5982,2.1466,4.0984,0.9553,2.4309,0.9015,10,AFA855
159,28.4349,29.7423,2.4282,4.8526,0.9632,2.5445,0.92,10,AFA855
160,28.3811,29.8949,2.5851,5.9339,0.9558,2.9227,0.8827,10,AFA855
161,28.378,30.0077,2.3568,4.7567,0.9617,2.5698,0.9018,10,AFA855
162,28.2385,30.0477,2.4857,5.9601,0.9613,3.0529,0.8792,10,AFA855
163,28.2932,30.0931,2.6055,5.729,0.9546,2.7996,0.8625,10,AFA855
164,28.289,29.934,2.5831,5.62,0.9623,2.7701,0.8817,10,AFA855
165,28.418,29.903,2.3484,4.6259,0.9659,2.5081,0.9135,10,AFA855
166,28.4049,29.9486,2.3455,4.578,0.9545,2.4851,0.8763,10,AFA855
167,28.3266,29.9557,2.3138,4.3861,0.9636,2.4136,0.9265,10,AFA855
168,28.4655,29.9186,2.4918,5.3497,0.9549,2.7335,0.8571,10,AFA855
169,28.4085,29.9851,2.3637,4.4341,0.9622,2.3885,0.9017,10,AFA855
170,28.429,30.1034,2.6183,5.6156,0.9623,2.7308,0.919,10,AFA855
171,28.384,30.1061,2.6465,5.6767,0.9584,2.731,0.8906,10,AFA855
172,28.3303,30.1923,2.5892,5.5677,0.9667,2.7379,0.8966,10,AFA855
173,28.2562,30.0603,2.3242,4.639,0.9642,2.5413,0.9124,10,AFA855
174,28.2299,30.1471,2.4798,5.7115,0.9611,2.9325,0.8777,10,AFA855
175,28.2916,30.0902,2.1511,4.1332,0.96,2.4465,0.9092,10,AFA855
176,28.2897,30.1149,2.3801,5.2581,0.956,2.8129,0.865,10,AFA855
177,28.4309,30.1254,2.2116,4.1507,0.9592,2.3896,0.8931,10,AFA855
178,28.4558,29.957,2.3831,5.1491,0.9528,2.751,0.8609,10,AFA855
179,28.5305,29.9651,2.0444,3.9501,0.9497,2.4601,0.8689,10,AFA855
180,28.4552,30.1416,2.4622,5.1186,0.9588,2.6469,0.8939,10,AFA855
181,28.4143,30.1597,2.0272,3.6536,0.9507,2.2948,0.8744,10,AFA855
1,29.516,31.2716,1.7508,7.5297,0.9383,5.4757,0.5913,11,AFA855
2,29.5077,31.8122,1.9521,6.8757,0.9449,4.4845,0.6439,11,AFA855
3,29.9361,33.4701,1.3654,8.1575,0.8478,7.6071,0.3403,11,AFA855
4,29.4746,32.7784,1.5506,6.4179,0.8843,5.2697,0.5271,11,AFA855
5,29.0794,32.0871,1.806,6.7754,0.9283,4.7767,0.643,11,AFA855
6,29.0399,32.327,1.6744,6.2827,0.9258,4.7774,0.5913,11,AFA855
7,29.7424,33.1809,1.5227,7.0631,0.7949,5.9059,0.4251,11,AFA855
8,31.1008,33.6271,1.6564,8.358,0.6385,6.4246,0.3437,11,AFA855
9,31.5394,33.6505,1.6834,8.4583,0.6888,6.3975,0.3808,11,AFA855
10,30.2107,33.4039,1.7364,5.9819,0.9283,4.3864,0.6498,11,AFA855
11,28.9417,31.6955,1.6981,7.6605,0.7939,5.744,0.4563,11,AFA855
12,29.1635,28.5795,1.5646,8.8507,0.6188,7.2024,0.3014,11,AFA855
13,29.6513,27.2918,1.8516,9.1821,0.5719,6.3139,0.3116,11,AFA855
14,28.9338,28.223,1.6632,7.2811,0.8394,5.5739,0.4767,11,AFA855
15,29.1464,31.4075,1.6216,7.2157,0.6684,5.6654,0.3537,11,AFA855
16,29.5732,32.1476,1.6545,7.8087,0.7589,6.0092,0.4615,11,AFA855
17,27.8623,30.5263,1.8988,6.1911,0.9351,4.1515,0.6757,11,AFA855
18,27.6225,29.4729,1.546,6.9323,0.8444,5.7093,0.4555,11,AFA855
19,27.8115,29.0068,1.7589,7.6387,0.7444,5.5294,0.4465,11,AFA855
20,27.7751,30.3848,1.8833,6.6707,0.8798,4.5099,0.5519,11,AFA855
21,29.7609,32.3608,1.619,8.8638,0.6448,6.9708,0.3198,11,AFA855
22,31.0619,32.8352,2.068,9.4524,0.4932,5.8196,0.2586,11,AFA855
23,30.7118,32.8522,1.7575,8.188,0.5679,5.9318,0.2874,11,AFA855
24,30.2177,33.1537,2.07,10.6819,0.7413,6.5702,0.4039,11,AFA855
25,30.3802,33.559,2.1001,7.4032,0.8051,4.4883,0.4927,11,AFA855
26,29.8767,32.9255,1.9054,10.1107,0.8024,6.7561,0.442,11,AFA855
27,29.7416,32.6557,1.7968,8.9554,0.7749,6.346,0.4449,11,AFA855
28,28.4228,32.0646,1.7658,7.3117,0.8831,5.272,0.5867,11,AFA855
29,26.5266,29.6644,1.8593,7.4425,0.9153,5.0965,0.5676,11,AFA855
30,26.6919,28.4488,1.8848,8.1052,0.8659,5.4752,0.5289,11,AFA855
31,27.3315,27.6461,2.1604,10.6732,0.773,6.2903,0.4992,11,AFA855
32,27.0922,27.7119,2.3712,10.7604,0.7789,5.778,0.5395,11,AFA855
33,26.548,28.6322,2.4132,8.7679,0.938,4.626,0.691,11,AFA855
34,26.5095,29.4803,2.0196,7.5994,0.9181,4.791,0.602,11,AFA855
35,26.59,29.9718,1.7863,7.8,0.9281,5.5595,0.5332,11,AFA855
36,27.1436,31.6487,1.6468,9.9015,0.8957,7.6555,0.4261,11,AFA855
37,27.1237,31.3777,1.6383,8.079,0.8256,6.2789,0.4716,11,AFA855
38,27.6347,31.2299,1.9961,8.6676,0.7248,5.5288,0.469,11,AFA855
39,28.5677,31.7728,1.9566,9.1603,0.6466,5.9609,0.3818,11,AFA855
40,27.6108,32.1535,2.1248,11.1005,0.8272,6.6517,0.494,11,AFA855
41,27.5202,32.1009,2.1329,11.1571,0.8243,6.6602,0.4844,11,AFA855
42,27.485,31.9673,2.1378,10.7778,0.8363,6.419,0.5143,11,AFA855
43,27.4395,31.7613,2.1361,9.169,0.8732,5.4653,0.5513,11,AFA855
44,26.7163,30.3348,2.3705,11.2095,0.7823,6.0208,0.4975,11,AFA855
45,26.4702,28.0047,1.6214,7.8741,0.9259,6.1833,0.4649,11,AFA855
46,26.3697,27.923,1.7637,8.8246,0.9308,6.3707,0.5117,11,AFA855
47,26.9063,26.2522,1.7603,9.2039,0.7975,6.6571,0.4404,11,AFA855
48,26.8126,26.2476,2.1504,9.7576,0.8957,5.7775,0.6191,11,AFA855
49,26.3265,27.8063,2.1326,7.8087,0.9544,4.6622,0.7121,11,AFA855
50,27.0271,30.2632,1.9626,10.4901,0.8864,6.8053,0.4958,11,AFA855
51,27.421,30.9015,1.5881,8.8115,0.8553,7.0647,0.4315,11,AFA855
52,26.5251,29.0813,2.1853,8.6502,0.9472,5.0399,0.6606,11,AFA855
53,26.4057,27.2958,2.1023,9.1777,0.9658,5.5584,0.6428,11,AFA855
54,26.4467,27.6932,2.2716,9.0338,0.9526,5.0634,0.713,11,AFA855
55,26.5138,28.7448,2.1198,8.3057,0.9515,4.9888,0.6936,11,AFA855
56,28.673,32.1397,1.725,8.9641,0.8617,6.6164,0.4679,11,AFA855
57,28.0289,31.9154,2.1422,8.5237,0.933,5.0661,0.66,11,AFA855
58,27.1961,31.2693,2.0766,6.3961,0.961,3.9216,0.7664,11,AFA855
59,26.4747,29.0859,1.8746,8.5412,0.9333,5.8011,0.5786,11,AFA855
60,26.4104,29.6999,2.098,7.643,0.9517,4.6383,0.7063,11,AFA855
61,27.7991,31.9842,1.8184,8.5237,0.9287,5.9684,0.5602,11,AFA855
62,27.318,31.3373,2.2177,8.406,0.9368,4.8262,0.6886,11,AFA855
63,26.1462,28.241,1.9994,10.2764,0.9506,6.544,0.5406,11,AFA855
64,26.3704,26.8093,2.2859,11.7414,0.9149,6.5399,0.5578,11,AFA855
65,26.1788,27.8031,2.2958,7.3509,0.9408,4.0768,0.7431,11,AFA855
66,26.3052,29.188,2.2024,9.3303,0.9351,5.3941,0.6473,11,AFA855
67,26.273,29.7152,1.9512,9.0731,0.9472,5.9205,0.6057,11,AFA855
68,26.1951,28.7996,2.0269,7.0501,0.9611,4.4286,0.7239,11,AFA855
69,26.1128,28.3346,2.0107,6.2653,0.9359,3.9674,0.7276,11,AFA855
70,26.3516,29.8493,2.091,9.5396,0.9505,5.8087,0.6345,11,AFA855
71,25.9496,28.938,2.0732,5.9121,0.9593,3.6309,0.7943,11,AFA855
72,26.0599,27.6791,2.3828,8.8376,0.9539,4.7224,0.7285,11,AFA855
73,25.7081,29.0316,2.0847,7.7869,0.9538,4.7558,0.7054,11,AFA855
74,25.5565,28.5026,2.1833,6.5399,0.9606,3.814,0.796,11,AFA855
75,25.7247,28.349,2.344,7.3073,0.9577,3.9693,0.7852,11,AFA855
76,25.6569,28.8581,2.0679,7.2811,0.9467,4.483,0.7201,11,AFA855
77,26.3288,27.0183,2.2951,9.1864,0.9586,5.0963,0.703,11,AFA855
78,26.5045,26.5889,2.5268,11.1441,0.9555,5.6153,0.6856,11,AFA855
79,26.4097,26.9877,2.4437,7.7913,0.9639,4.0594,0.8181,11,AFA855
80,26.2646,31.363,1.9891,9.932,0.946,6.3576,0.5825,11,AFA855
81,26.6522,32.3912,2.0786,9.7009,0.9519,5.9422,0.6082,11,AFA855
82,26.1937,27.1626,2.5289,11.5539,0.9485,5.8171,0.6812,11,AFA855
83,25.7862,29.7282,2.1278,8.2926,0.9567,4.9621,0.6821,11,AFA855
84,26.9166,32.4188,1.9843,10.3418,0.8871,6.6358,0.5421,11,AFA855
85,27.4426,33.11,2.022,10.2023,0.9068,6.4243,0.575,11,AFA855
86,27.4429,32.6436,2.2341,8.7984,0.8937,5.0143,0.6587,11,AFA855
87,28.9695,32.6357,2.0611,8.6981,0.8792,5.3732,0.5851,11,AFA855
88,28.1574,33.296,2.4875,10.0933,0.9535,5.1662,0.7387,11,AFA855
89,27.4105,32.753,2.4325,6.8713,0.9613,3.5966,0.8296,11,AFA855
90,26.5624,31.9402,2.3403,9.1995,0.9543,5.005,0.7374,11,AFA855
91,26.0135,30.838,2.1577,10.1107,0.8947,5.9663,0.5871,11,AFA855
92,26.4961,26.9434,2.3376,11.0961,0.8878,6.0439,0.6004,11,AFA855
93,27.5865,25.5772,2.0322,9.5919,0.935,6.0098,0.6075,11,AFA855
94,26.9076,26.1903,2.6828,10.3244,0.9564,4.8998,0.785,11,AFA855
95,26.2299,28.73,2.1893,9.8143,0.9315,5.7078,0.6054,11,AFA855
96,26.2051,29.6198,1.9707,8.8376,0.9127,5.7099,0.5953,11,AFA855
97,25.9694,28.9173,2.3221,8.8289,0.9416,4.8409,0.7198,11,AFA855
98,26.1359,29.3955,2.0908,8.4583,0.8965,5.1508,0.6351,11,AFA855
99,26.8533,32.4936,2.0063,10.0323,0.9532,6.3665,0.5734,11,AFA855
100,26.9789,32.9183,2.1189,9.4568,0.9532,5.6826,0.6419,11,AFA855
101,26.6435,31.8938,2.4473,7.6735,0.9615,3.9922,0.8138,11,AFA855
102,25.8494,28.3596,2.3404,12.1033,0.9345,6.5844,0.5994,11,AFA855
103,25.8235,28.2156,2.2548,10.0584,0.9529,5.6798,0.6737,11,AFA855
104,25.6405,30.0912,2.0351,6.6053,0.954,4.1326,0.738,11,AFA855
105,26.817,33.1211,2.1786,11.0394,0.9497,6.4517,0.6009,11,AFA855
106,27.2424,33.8093,2.0297,9.3696,0.9471,5.8776,0.6111,11,AFA855
107,26.7043,32.9237,2.1353,7.7084,0.95,4.5965,0.7187,11,AFA855
